Chrom.1		
UV		
ml	mAU	
1.627	-0.005057222	
1.629	-0.005852182	
1.63	-0.007218132	
1.631	-0.007080419	
1.633	-0.006227881	
1.634	-0.005837502	
1.635	-0.005253613	
1.636	-0.004860536	
1.638	-0.004672554	
1.639	-0.005041492	
1.64	-0.00517515	
1.642	-0.004383644	
1.643	-0.003361946	
1.644	-0.003174548	
1.646	-0.002466128	
1.647	-0.002063579	
1.648	-0.002490692	
1.65	-0.002866097	
1.651	-0.003287477	
1.652	-0.003270268	
1.654	-0.00267114	
1.655	-0.002327733	
1.656	-0.001992862	
1.658	-0.001963052	
1.659	-0.001935887	
1.66	-0.001821582	
1.662	-0.002254295	
1.663	-0.001828172	
1.664	-0.002169274	
1.666	-0.002425479	
1.667	-0.002072744	
1.668	1.83913E-05	
1.67	0.001161865	
1.671	0.00139934	
1.672	0.00136526	
1.674	0.001773848	
1.675	0.002609483	
1.676	0.00168373	
1.678	0.001059434	
1.679	0.0003598542	
1.68	0.0002881482	
1.682	-0.000485451	
1.683	0.0004236591	
1.684	0.00100059	
1.686	0.001920332	
1.687	0.002528547	
1.688	0.003036899	
1.69	0.002814796	
1.691	0.003123715	
1.692	0.002651471	
1.694	0.003139412	
1.695	0.003695876	
1.696	0.004701883	
1.698	0.004501487	
1.699	0.003792702	
1.7	0.004523217	
1.702	0.00453058	
1.703	0.003980062	
1.704	0.004354988	
1.706	0.004004619	
1.707	0.004391633	
1.708	0.004114089	
1.71	0.003375286	
1.711	0.003508913	
1.712	0.003677632	
1.714	0.003462514	
1.715	0.003373889	
1.716	0.003408812	
1.718	0.003131039	
1.719	0.002665094	
1.72	0.00305442	
1.722	0.002194278	
1.723	0.002747318	
1.724	0.002473764	
1.726	0.001621959	
1.727	0.001892497	
1.728	0.002759711	
1.73	0.002616662	
1.731	0.002783808	
1.732	0.002695547	
1.734	0.002923279	
1.735	0.001294864	
1.736	0.0008663974	
1.738	0.0006753681	
1.739	0.0006312659	
1.74	0.001120529	
1.742	0.001079175	
1.743	0.001795029	
1.744	0.002476368	
1.746	0.002902474	
1.747	0.002585199	
1.748	0.002397159	
1.75	0.001623179	
1.751	0.0007426461	
1.752	-0.000801121	
1.754	-0.001964654	
1.755	-0.001879225	
1.756	-0.00209467	
1.758	-0.002114973	
1.759	-0.001531623	
1.76	-0.002102637	
1.762	-0.002384875	
1.763	-0.002632124	
1.764	-0.002854185	
1.766	-0.00253498	
1.767	-0.002986817	
1.768	-0.00376812	
1.77	-0.003398329	
1.771	-0.003491183	
1.772	-0.002831393	
1.774	-0.002603481	
1.775	-0.001739431	
1.776	-0.001164721	
1.777	-0.0008030719	
1.779	-0.001063294	
1.78	-0.001174783	
1.781	-0.0003291884	
1.783	-0.0002463315	
1.784	-4.154655E-06	
1.785	0.0004222141	
1.787	-9.143676E-05	
1.788	0.0003294069	
1.789	0.0007807026	
1.791	0.001622369	
1.792	0.003133004	
1.793	0.003968334	
1.795	0.004203804	
1.796	0.005183707	
1.797	0.004692599	
1.799	0.005276452	
1.8	0.005318865	
1.801	0.004694642	
1.803	0.004615635	
1.804	0.004724845	
1.805	0.004645735	
1.807	0.004421405	
1.808	0.003771395	
1.809	0.003769424	
1.811	0.003562266	
1.812	0.003271415	
1.813	0.002843688	
1.815	0.002661298	
1.816	0.002793693	
1.817	0.002934607	
1.819	0.003989026	
1.82	0.005995838	
1.821	0.006784005	
1.823	0.006899716	
1.824	0.006891946	
1.825	0.006478503	
1.827	0.006583629	
1.828	0.00725133	
1.829	0.007033212	
1.831	0.006873014	
1.832	0.006902414	
1.833	0.006609892	
1.835	0.006775074	
1.836	0.006494159	
1.837	0.006199456	
1.839	0.005232108	
1.84	0.004234422	
1.841	0.003584161	
1.843	0.003171253	
1.844	0.003318981	
1.845	0.003340099	
1.847	0.004088947	
1.848	0.004176504	
1.849	0.003975533	
1.851	0.004108963	
1.852	0.004397687	
1.853	0.004747286	
1.855	0.004492901	
1.856	0.004154687	
1.857	0.004256299	
1.859	0.003623645	
1.86	0.003055118	
1.861	0.002711556	
1.863	0.001450312	
1.864	0.0009387125	
1.865	0.001059641	
1.867	0.001493596	
1.868	0.002208049	
1.869	0.002819011	
1.871	0.002766397	
1.872	0.003631111	
1.873	0.004236571	
1.875	0.004334023	
1.876	0.004743635	
1.877	0.004556616	
1.879	0.004237897	
1.88	0.004366415	
1.881	0.00528224	
1.883	0.005948908	
1.884	0.006538876	
1.885	0.006233071	
1.887	0.005430119	
1.888	0.004961383	
1.889	0.005410338	
1.891	0.005873593	
1.892	0.006138098	
1.893	0.005904036	
1.895	0.005230708	
1.896	0.005878378	
1.897	0.005962022	
1.899	0.005717355	
1.9	0.005957414	
1.901	0.006018841	
1.903	0.006241133	
1.904	0.006676493	
1.905	0.007720149	
1.907	0.008654936	
1.908	0.009224216	
1.909	0.009824313	
1.911	0.009445176	
1.912	0.00896071	
1.913	0.008020189	
1.915	0.007386013	
1.916	0.007519095	
1.917	0.007897355	
1.918	0.007857285	
1.92	0.007704832	
1.921	0.00742071	
1.922	0.006997241	
1.924	0.006259175	
1.925	0.005875808	
1.926	0.005685847	
1.928	0.005694907	
1.929	0.006314559	
1.93	0.006740788	
1.932	0.006331649	
1.933	0.006044626	
1.934	0.006109405	
1.936	0.005838268	
1.937	0.00605171	
1.938	0.005497952	
1.94	0.005194929	
1.941	0.005446374	
1.942	0.004961888	
1.944	0.004430691	
1.945	0.00457351	
1.946	0.005081205	
1.948	0.004551813	
1.949	0.004180714	
1.95	0.003992129	
1.952	0.004466029	
1.953	0.004829722	
1.954	0.00430986	
1.956	0.003226183	
1.957	0.002503611	
1.958	0.001972449	
1.96	0.001398538	
1.961	0.00106916	
1.962	0.0004812938	
1.964	-0.0001389893	
1.965	-0.0001118996	
1.966	0.0003866272	
1.968	0.001009382	
1.969	0.0008909887	
1.97	0.0004333324	
1.972	-1.671202E-05	
1.973	-0.0004633405	
1.974	-0.00111001	
1.976	-0.002166026	
1.977	-0.002836407	
1.978	-0.002751588	
1.98	-0.002223779	
1.981	-0.001738353	
1.982	-0.001642928	
1.984	-0.002096752	
1.985	-0.002773725	
1.986	-0.002981736	
1.988	-0.002967698	
1.989	-0.002754717	
1.99	-0.002274077	
1.992	-0.001841518	
1.993	-0.001839225	
1.994	-0.00191652	
1.996	-0.001955509	
1.997	-0.001880037	
1.998	-0.001712058	
2	-0.002002407	
2.001	-0.002191781	
2.002	-0.002252415	
2.004	-0.003110043	
2.005	-0.003734698	
2.006	-0.004626612	
2.008	-0.005294752	
2.009	-0.004646027	
2.01	-0.004331964	
2.012	-0.004708104	
2.013	-0.005429706	
2.014	-0.006051269	
2.016	-0.006491489	
2.017	-0.006636031	
2.018	-0.007125857	
2.02	-0.007833231	
2.021	-0.007670682	
2.022	-0.00705001	
2.024	-0.006831347	
2.025	-0.007063991	
2.026	-0.007148306	
2.028	-0.006910163	
2.029	-0.007271652	
2.03	-0.007784281	
2.032	-0.007506419	
2.033	-0.008148588	
2.034	-0.009143752	
2.036	-0.009236397	
2.037	-0.008833634	
2.038	-0.008642466	
2.04	-0.008355178	
2.041	-0.007854045	
2.042	-0.007521502	
2.044	-0.007216078	
2.045	-0.006974122	
2.046	-0.007405181	
2.048	-0.00769897	
2.049	-0.007687185	
2.05	-0.007325514	
2.052	-0.006428994	
2.053	-0.006296714	
2.054	-0.006394634	
2.056	-0.006306062	
2.057	-0.006484001	
2.058	-0.006489904	
2.059	-0.006699018	
2.061	-0.006934135	
2.062	-0.006867204	
2.063	-0.006214634	
2.065	-0.006083061	
2.066	-0.005667947	
2.067	-0.005316154	
2.069	-0.00551558	
2.07	-0.004887868	
2.071	-0.004537832	
2.073	-0.004376706	
2.074	-0.004008675	
2.075	-0.00447026	
2.077	-0.004609261	
2.078	-0.003916465	
2.079	-0.003082123	
2.081	-0.002411443	
2.082	-0.001813224	
2.083	-0.001902797	
2.085	-0.002576526	
2.086	-0.002783125	
2.087	-0.002765441	
2.089	-0.002482963	
2.09	-0.00153847	
2.091	-0.0008214962	
2.093	-0.0005205243	
2.094	-0.0008472375	
2.095	-0.000681366	
2.097	-5.546066E-05	
2.098	0.0004321777	
2.099	0.0006628934	
2.101	0.0009863609	
2.102	0.0007217834	
2.103	0.0003659242	
2.105	0.0004788474	
2.106	0.0002867068	
2.107	0.0002864544	
2.109	-0.0001873966	
2.11	-0.001136132	
2.111	-0.002260933	
2.113	-0.002174967	
2.114	-0.002207617	
2.115	-0.002187549	
2.117	-0.003082484	
2.118	-0.004386364	
2.119	-0.00452318	
2.121	-0.003967339	
2.122	-0.003964367	
2.123	-0.003900107	
2.125	-0.004804427	
2.126	-0.005156226	
2.127	-0.005516252	
2.129	-0.005843517	
2.13	-0.006648387	
2.131	-0.006890144	
2.133	-0.007063783	
2.134	-0.007258377	
2.135	-0.006702931	
2.137	-0.005872988	
2.138	-0.005720071	
2.139	-0.005295309	
2.141	-0.0051939	
2.142	-0.005106533	
2.143	-0.005159139	
2.145	-0.004755025	
2.146	-0.005252058	
2.147	-0.005702636	
2.149	-0.005258679	
2.15	-0.004923161	
2.151	-0.004618774	
2.153	-0.004429734	
2.154	-0.004547489	
2.155	-0.00461519	
2.157	-0.00536828	
2.158	-0.005858373	
2.159	-0.005992062	
2.161	-0.005651139	
2.162	-0.005201129	
2.163	-0.005035168	
2.165	-0.004998702	
2.166	-0.005106641	
2.167	-0.005227196	
2.169	-0.005345726	
2.17	-0.005164116	
2.171	-0.005903821	
2.173	-0.006383317	
2.174	-0.006559231	
2.175	-0.006440609	
2.177	-0.005871743	
2.178	-0.005023601	
2.179	-0.005395865	
2.181	-0.005660878	
2.182	-0.00579544	
2.183	-0.005141904	
2.185	-0.004743584	
2.186	-0.005040568	
2.187	-0.005868711	
2.189	-0.005437466	
2.19	-0.006548102	
2.191	-0.006775913	
2.193	-0.006780713	
2.194	-0.005818489	
2.195	-0.005542158	
2.197	-0.004988761	
2.198	-0.004488177	
2.199	-0.004564863	
2.201	-0.005355929	
2.202	-0.005545529	
2.203	-0.006262707	
2.204	-0.006813538	
2.206	-0.007310936	
2.207	-0.00802759	
2.208	-0.008680623	
2.21	-0.008613351	
2.211	-0.008903872	
2.212	-0.008636959	
2.214	-0.007540336	
2.215	-0.007458281	
2.216	-0.007692911	
2.218	-0.007214777	
2.219	-0.00608315	
2.22	-0.005378908	
2.222	-0.005690627	
2.223	-0.005716222	
2.224	-0.005517179	
2.226	-0.004535167	
2.227	-0.004030593	
2.228	-0.004278537	
2.23	-0.003760316	
2.231	-0.003858433	
2.232	-0.00344044	
2.234	-0.003481443	
2.235	-0.003428685	
2.236	-0.003973936	
2.238	-0.003771185	
2.239	-0.003970985	
2.24	-0.004284858	
2.242	-0.004354351	
2.243	-0.003946136	
2.244	-0.004568442	
2.246	-0.003475229	
2.247	-0.002997372	
2.248	-0.003619184	
2.25	-0.003885686	
2.251	-0.003509657	
2.252	-0.003042144	
2.254	-0.00218634	
2.255	-0.002555	
2.256	-0.002503899	
2.258	-0.001480245	
2.259	-0.0007657871	
2.26	-0.0008310133	
2.262	-0.000842871	
2.263	-0.0009825437	
2.264	-0.001637016	
2.266	-0.001340626	
2.267	-0.000844739	
2.268	-0.000777519	
2.27	-0.001201748	
2.271	-0.0007585695	
2.272	0.0008695005	
2.274	0.001179426	
2.275	0.002630194	
2.276	0.003199693	
2.278	0.003512939	
2.279	0.002858937	
2.28	0.002281764	
2.282	0.001971606	
2.283	0.002066494	
2.284	0.001865297	
2.286	0.001238059	
2.287	0.0007409235	
2.288	0.001592924	
2.29	0.001849528	
2.291	0.002095026	
2.292	0.001327853	
2.294	0.001189089	
2.295	0.001541827	
2.296	0.0009544269	
2.298	0.0003834977	
2.299	0.0003773689	
2.3	0.001091554	
2.302	0.001401858	
2.303	0.002020628	
2.304	0.002641924	
2.306	0.003236475	
2.307	0.00350667	
2.308	0.004585831	
2.31	0.004581973	
2.311	0.005374082	
2.312	0.004980506	
2.314	0.00481278	
2.315	0.004851772	
2.316	0.004368512	
2.318	0.004576084	
2.319	0.004274025	
2.32	0.004797536	
2.322	0.00485279	
2.323	0.00512072	
2.324	0.004870485	
2.326	0.004297411	
2.327	0.00470802	
2.328	0.004796331	
2.33	0.004805467	
2.331	0.005805123	
2.332	0.005519219	
2.334	0.006008657	
2.335	0.006394677	
2.336	0.006407401	
2.338	0.005500306	
2.339	0.003900149	
2.34	0.004059399	
2.342	0.003340588	
2.343	0.003441962	
2.344	0.003123392	
2.345	0.003791507	
2.347	0.003746336	
2.348	0.003371145	
2.349	0.003561603	
2.351	0.004099926	
2.352	0.004188459	
2.353	0.004352851	
2.355	0.003865083	
2.356	0.00371917	
2.357	0.002833514	
2.359	0.002485228	
2.36	0.002958269	
2.361	0.002621744	
2.363	0.003356559	
2.364	0.003988592	
2.365	0.003973119	
2.367	0.004619112	
2.368	0.004451123	
2.369	0.005302906	
2.371	0.004981581	
2.372	0.005191896	
2.373	0.005111038	
2.375	0.00378051	
2.376	0.002808057	
2.377	0.002664526	
2.379	0.002558954	
2.38	0.002990198	
2.381	0.003255035	
2.383	0.003623424	
2.384	0.003392333	
2.385	0.004007641	
2.387	0.003463747	
2.388	0.003555532	
2.389	0.003499648	
2.391	0.003336906	
2.392	0.003654102	
2.393	0.002194461	
2.395	0.002830356	
2.396	0.002246173	
2.397	0.002055531	
2.399	0.002284736	
2.4	0.002352511	
2.401	0.001936786	
2.403	0.002260595	
2.404	0.002415881	
2.405	0.002162531	
2.407	0.002286208	
2.408	0.00271482	
2.409	0.00258541	
2.411	0.002441955	
2.412	0.001871607	
2.413	0.002444841	
2.415	0.002766827	
2.416	0.003781893	
2.417	0.003735861	
2.419	0.003890414	
2.42	0.003642585	
2.421	0.00400402	
2.423	0.004196733	
2.424	0.004823374	
2.425	0.00604205	
2.427	0.006300942	
2.428	0.006032556	
2.429	0.005420729	
2.431	0.004958101	
2.432	0.004819658	
2.433	0.003080483	
2.435	0.002508557	
2.436	0.002159435	
2.437	0.002192098	
2.439	0.001993074	
2.44	0.002404635	
2.441	0.002918554	
2.443	0.003928142	
2.444	0.004085795	
2.445	0.004002115	
2.447	0.003712506	
2.448	0.004665838	
2.449	0.005025467	
2.451	0.004699972	
2.452	0.004746686	
2.453	0.004903985	
2.455	0.00500196	
2.456	0.005229757	
2.457	0.005557653	
2.459	0.005929732	
2.46	0.0066423	
2.461	0.006565635	
2.463	0.006704707	
2.464	0.006257501	
2.465	0.005559375	
2.467	0.00501284	
2.468	0.004925164	
2.469	0.004604175	
2.471	0.005482814	
2.472	0.00654741	
2.473	0.00634798	
2.475	0.006193933	
2.476	0.006558617	
2.477	0.007216343	
2.479	0.008084184	
2.48	0.008130647	
2.481	0.007395341	
2.483	0.006007442	
2.484	0.005272801	
2.485	0.005447864	
2.486	0.006104258	
2.488	0.005937634	
2.489	0.005542174	
2.49	0.005029364	
2.492	0.003734	
2.493	0.002884681	
2.494	0.002922488	
2.496	0.002949406	
2.497	0.002713986	
2.498	0.002818214	
2.5	0.003936488	
2.501	0.004747329	
2.502	0.004371589	
2.504	0.004106931	
2.505	0.003970957	
2.506	0.003935683	
2.508	0.003989737	
2.509	0.003757265	
2.51	0.003866102	
2.512	0.003948949	
2.513	0.004095559	
2.514	0.004280812	
2.516	0.004178154	
2.517	0.004690391	
2.518	0.004338631	
2.52	0.003374402	
2.521	0.002589509	
2.522	0.002406936	
2.524	0.002425093	
2.525	0.002721742	
2.526	0.00309336	
2.528	0.002431734	
2.529	0.002166709	
2.53	0.002384209	
2.532	0.002387907	
2.533	0.003076149	
2.534	0.003402544	
2.536	0.003348611	
2.537	0.003137563	
2.538	0.003229698	
2.54	0.003648978	
2.541	0.003450454	
2.542	0.002464787	
2.544	0.001626518	
2.545	0.001236042	
2.546	0.0008849279	
2.548	0.0009251874	
2.549	0.0007166775	
2.55	0.0006636828	
2.552	8.135579E-05	
2.553	-0.0002040562	
2.554	-3.38376E-05	
2.556	-0.000439992	
2.557	-0.0009671146	
2.558	-0.0004568785	
2.56	-0.0001359599	
2.561	-0.0003440504	
2.562	-0.0001917655	
2.564	0.000429133	
2.565	0.0005244844	
2.566	-0.0001834896	
2.568	-0.000473777	
2.569	-0.000567328	
2.57	-0.0002401219	
2.572	0.00041301	
2.573	0.0001284062	
2.574	-0.0005161883	
2.576	-0.0008076204	
2.577	-0.00127116	
2.578	-0.001318723	
2.58	-0.001229793	
2.581	-0.001878344	
2.582	-0.002322693	
2.584	-0.002386515	
2.585	-0.001853855	
2.586	-0.0007322136	
2.588	0.0002035167	
2.589	0.0004485326	
2.59	0.0005921505	
2.592	0.0002600026	
2.593	-0.0005203677	
2.594	-0.0001183919	
2.596	0.0004151073	
2.597	0.0007306283	
2.598	0.001104983	
2.6	0.000631848	
2.601	0.0006125575	
2.602	0.001135645	
2.604	0.0006111315	
2.605	-0.0001923856	
2.606	-0.000891412	
2.608	-0.0009974857	
2.609	-0.0003038369	
2.61	-0.0003551452	
2.612	-0.000844826	
2.613	-0.0008321254	
2.614	-0.000557175	
2.616	-0.0004066046	
2.617	-0.0004862389	
2.618	-0.0008791351	
2.62	-0.001423915	
2.621	-0.001800138	
2.622	-0.001114303	
2.624	-0.0003853576	
2.625	0.0002061365	
2.626	0.0003355316	
2.627	0.0008509377	
2.629	0.001260617	
2.63	0.001419135	
2.631	0.001396188	
2.633	0.001781433	
2.634	0.001693601	
2.635	0.001360172	
2.637	0.0009068712	
2.638	0.0003225635	
2.639	0.0005340715	
2.641	0.00105498	
2.642	0.001382488	
2.643	0.001639128	
2.645	0.001598967	
2.646	0.001058358	
2.647	0.0006315026	
2.649	0.0009798983	
2.65	0.0009773943	
2.651	0.0007528094	
2.653	0.0002073012	
2.654	-0.0005065359	
2.655	-0.0006655872	
2.657	-0.0007836033	
2.658	-0.001285509	
2.659	-0.00127037	
2.661	-0.001052434	
2.662	-0.001908968	
2.663	-0.002649645	
2.665	-0.002498655	
2.666	-0.002460022	
2.667	-0.002889863	
2.669	-0.003210108	
2.67	-0.002971303	
2.671	-0.002686322	
2.673	-0.002635987	
2.674	-0.002801291	
2.675	-0.003052032	
2.677	-0.00242978	
2.678	-0.001607385	
2.679	-0.001473906	
2.681	-0.001581684	
2.682	-0.001619606	
2.683	-0.00134518	
2.685	-0.0007555317	
2.686	7.093476E-05	
2.687	0.0006650155	
2.689	-0.0002124862	
2.69	-0.0007878618	
2.691	-0.0005799426	
2.693	-0.0001230613	
2.694	-0.0005606044	
2.695	-0.0007258126	
2.697	-0.001399844	
2.698	-0.001637588	
2.699	-0.001634829	
2.701	-0.001762551	
2.702	-0.001364087	
2.703	-0.0004829302	
2.705	0.0001064231	
2.706	0.0003033248	
2.707	0.0002722653	
2.709	0.0006959634	
2.71	0.0005949499	
2.711	9.128807E-05	
2.713	0.0005777925	
2.714	0.001163656	
2.715	0.001070195	
2.717	0.00108772	
2.718	0.0009726965	
2.719	0.0009146663	
2.721	0.0009487615	
2.722	0.001402993	
2.723	0.001747398	
2.725	0.002325886	
2.726	0.002827718	
2.727	0.002929911	
2.729	0.003475366	
2.73	0.004212373	
2.731	0.003806917	
2.733	0.003198498	
2.734	0.003502679	
2.735	0.003825624	
2.737	0.003808862	
2.738	0.003668638	
2.739	0.003934553	
2.741	0.004232806	
2.742	0.0036488	
2.743	0.002591803	
2.745	0.001884988	
2.746	0.001282496	
2.747	0.000583054	
2.749	0.0007821038	
2.75	0.0008409692	
2.751	0.0007746872	
2.753	0.0003844259	
2.754	2.579705E-05	
2.755	0.0006620904	
2.757	0.001388868	
2.758	0.001154765	
2.759	-5.792575E-05	
2.761	0.0003095086	
2.762	0.0005571505	
2.763	0.0007560881	
2.765	0.0009184504	
2.766	0.001124213	
2.767	0.001778841	
2.769	0.001864641	
2.77	0.0009829412	
2.771	0.0001555406	
2.772	-0.0003419979	
2.774	-0.001354821	
2.775	-0.001226406	
2.776	-0.00143707	
2.778	-0.0009832017	
2.779	-0.001099422	
2.78	-0.0008906136	
2.782	-0.0008568141	
2.783	-0.001317859	
2.784	-0.0005348308	
2.786	-9.807092E-05	
2.787	0.0009689929	
2.788	0.0006247214	
2.79	0.0005834479	
2.791	7.54785E-05	
2.792	0.0002380767	
2.794	-0.0003441172	
2.795	-0.0007207395	
2.796	-0.00110429	
2.798	-0.001010556	
2.799	-0.0004130116	
2.8	-0.001183759	
2.802	-0.001180459	
2.803	-0.001323691	
2.804	-0.0007851737	
2.806	-0.001128751	
2.807	-0.001069003	
2.808	-1.141337E-05	
2.81	0.0006870962	
2.811	0.0007420029	
2.812	0.0007905114	
2.814	0.000987066	
2.815	0.00174861	
2.816	0.00173684	
2.818	0.001601379	
2.819	0.001779899	
2.82	0.0017281	
2.822	0.001242848	
2.823	0.000631762	
2.824	0.0001956025	
2.826	0.0007111911	
2.827	0.001494893	
2.828	0.001376727	
2.83	0.001967915	
2.831	0.002129784	
2.832	0.001567223	
2.834	0.001652126	
2.835	0.001711261	
2.836	0.001844064	
2.838	0.001964802	
2.839	0.002719067	
2.84	0.004663285	
2.842	0.003607097	
2.843	0.003471362	
2.844	0.003269951	
2.846	0.002544827	
2.847	0.002018738	
2.848	0.002377899	
2.85	0.002843702	
2.851	0.001982972	
2.852	0.001775997	
2.854	0.001102427	
2.855	0.001203328	
2.856	0.001098072	
2.858	0.001095539	
2.859	0.0005817767	
2.86	0.001170722	
2.862	0.0005764312	
2.863	0.002183118	
2.864	0.002423103	
2.866	0.00275848	
2.867	0.003873855	
2.868	0.003654372	
2.87	0.003091431	
2.871	0.003405346	
2.872	0.004341818	
2.874	0.005086696	
2.875	0.004716	
2.876	0.00453207	
2.878	0.005652066	
2.879	0.005230736	
2.88	0.005563996	
2.882	0.005678198	
2.883	0.005594434	
2.884	0.005821513	
2.886	0.005317421	
2.887	0.005310459	
2.888	0.005357964	
2.89	0.006548998	
2.891	0.007174315	
2.892	0.008328699	
2.894	0.007958343	
2.895	0.007988103	
2.896	0.007845938	
2.898	0.009084545	
2.899	0.00859882	
2.9	0.008371782	
2.902	0.008352509	
2.903	0.008445384	
2.904	0.00922268	
2.906	0.009149121	
2.907	0.009257642	
2.908	0.009575982	
2.91	0.009999813	
2.911	0.01062758	
2.912	0.01143367	
2.913	0.01161181	
2.915	0.01123292	
2.916	0.01097951	
2.917	0.01149231	
2.919	0.01127591	
2.92	0.01107334	
2.921	0.01162974	
2.923	0.01109048	
2.924	0.01105313	
2.925	0.01068074	
2.927	0.009976327	
2.928	0.01090724	
2.929	0.01016467	
2.931	0.009848999	
2.932	0.009720307	
2.933	0.009156562	
2.935	0.008272762	
2.936	0.008681907	
2.937	0.008604449	
2.939	0.006958746	
2.94	0.005707646	
2.941	0.00542471	
2.943	0.006799466	
2.944	0.00643546	
2.945	0.006243819	
2.947	0.006657418	
2.948	0.005995173	
2.949	0.005924389	
2.951	0.006270615	
2.952	0.006806228	
2.953	0.006935613	
2.955	0.007077713	
2.956	0.007546829	
2.957	0.006746688	
2.959	0.005084655	
2.96	0.004274011	
2.961	0.004692371	
2.963	0.003955384	
2.964	0.002081721	
2.965	0.003106371	
2.967	0.002509558	
2.968	0.002191383	
2.969	0.002000587	
2.971	0.001887833	
2.972	0.001793577	
2.973	0.0009581728	
2.975	0.001282973	
2.976	0.001343117	
2.977	0.001049839	
2.979	0.001183957	
2.98	0.0009231803	
2.981	0.0005554728	
2.983	0.0005594094	
2.984	-0.0002683052	
2.985	-0.0003987172	
2.987	-0.0002928611	
