Chrom.1 (5)		Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
0.263	-0.03360588	0.263	0.08919416	0.263	-0.1461421	0.262	-0.08059985	0.263	-0.0817416	0.263	-0.06460042	
0.264	-0.03355724	0.264	0.09073821	0.264	-0.1450721	0.264	-0.08107992	0.264	-0.08238564	0.264	-0.06462844	
0.265	-0.03343808	0.265	0.09229029	0.265	-0.1443544	0.265	-0.08100507	0.265	-0.08274209	0.265	-0.06526524	
0.267	-0.03386607	0.267	0.09427967	0.267	-0.1434349	0.266	-0.08065474	0.267	-0.08227538	0.267	-0.06584078	
0.268	-0.03483105	0.268	0.09685468	0.268	-0.1426117	0.268	-0.08080093	0.268	-0.08195155	0.268	-0.06612565	
0.269	-0.03520143	0.269	0.09875099	0.269	-0.1414881	0.269	-0.08118171	0.269	-0.08208873	0.269	-0.0661344	
0.271	-0.03485527	0.271	0.1004756	0.271	-0.1408452	0.27	-0.08153777	0.271	-0.08256184	0.271	-0.06612381	
0.272	-0.03483438	0.272	0.1026042	0.272	-0.1401827	0.272	-0.08224108	0.272	-0.08301427	0.272	-0.0666348	
0.273	-0.03414623	0.273	0.104473	0.273	-0.1396053	0.273	-0.08283634	0.273	-0.08266625	0.273	-0.06676502	
0.275	-0.03343334	0.275	0.1054986	0.275	-0.1391584	0.274	-0.08250983	0.275	-0.08233873	0.275	-0.06639213	
0.276	-0.03397377	0.276	0.107118	0.276	-0.1384671	0.276	-0.08207517	0.276	-0.08230843	0.276	-0.06631707	
0.277	-0.03418411	0.277	0.1089471	0.277	-0.13733	0.277	-0.08251693	0.277	-0.08260714	0.277	-0.06713985	
0.279	-0.03402538	0.279	0.1098193	0.279	-0.1362724	0.278	-0.08308825	0.279	-0.08323464	0.279	-0.06809807	
0.28	-0.0350629	0.28	0.1109806	0.28	-0.1351478	0.28	-0.08323398	0.28	-0.08363149	0.28	-0.06848515	
0.281	-0.03631571	0.281	0.1118213	0.281	-0.1343614	0.281	-0.08343244	0.281	-0.08397577	0.281	-0.06846073	
0.283	-0.03663195	0.283	0.1138094	0.283	-0.1337512	0.282	-0.08356027	0.283	-0.08426761	0.283	-0.06871299	
0.284	-0.03650543	0.284	0.1155981	0.284	-0.1324377	0.284	-0.08394597	0.284	-0.08395306	0.284	-0.06865741	
0.285	-0.03604265	0.285	0.1173115	0.285	-0.1319452	0.285	-0.08406077	0.285	-0.08341669	0.285	-0.06839131	
0.287	-0.03548478	0.287	0.1196084	0.287	-0.1316663	0.286	-0.08418517	0.287	-0.08339032	0.287	-0.06869793	
0.288	-0.03562587	0.288	0.1213459	0.288	-0.131603	0.288	-0.08445241	0.288	-0.08309221	0.288	-0.06906562	
0.289	-0.03606069	0.289	0.1224544	0.289	-0.1318059	0.289	-0.08450687	0.289	-0.08282652	0.289	-0.06952469	
0.291	-0.03657062	0.291	0.123484	0.291	-0.1322712	0.29	-0.08440483	0.291	-0.08235003	0.291	-0.0701211	
0.292	-0.03648852	0.292	0.1246225	0.292	-0.1328415	0.292	-0.08454712	0.292	-0.08281092	0.292	-0.07031324	
0.293	-0.03659034	0.293	0.125392	0.293	-0.1327913	0.293	-0.08490045	0.293	-0.08355784	0.293	-0.07088106	
0.295	-0.03647138	0.295	0.1261562	0.295	-0.1322	0.294	-0.08533115	0.295	-0.08402631	0.295	-0.07156487	
0.296	-0.0362143	0.296	0.1271913	0.296	-0.1320847	0.296	-0.08543459	0.296	-0.08473612	0.296	-0.07169294	
0.297	-0.03639802	0.297	0.1285905	0.297	-0.1318902	0.297	-0.08529067	0.297	-0.08498245	0.297	-0.07151095	
0.299	-0.03673448	0.299	0.1295112	0.299	-0.1313831	0.298	-0.08537042	0.299	-0.08563038	0.299	-0.07187027	
0.3	-0.03724683	0.3	0.1298208	0.3	-0.1309713	0.3	-0.0861582	0.3	-0.08611765	0.3	-0.07193575	
0.301	-0.03843087	0.301	0.1303989	0.301	-0.1308248	0.301	-0.08717421	0.301	-0.08616962	0.301	-0.07180635	
0.303	-0.03957634	0.303	0.1302334	0.303	-0.1305804	0.302	-0.08823975	0.303	-0.08619121	0.303	-0.07221399	
0.304	-0.03943104	0.304	0.1298421	0.304	-0.1308804	0.304	-0.08961865	0.304	-0.08632518	0.304	-0.07251441	
0.305	-0.03959338	0.305	0.1308231	0.305	-0.1312686	0.305	-0.09111794	0.305	-0.0865714	0.305	-0.07355987	
0.307	-0.03956972	0.307	0.1322715	0.307	-0.1313836	0.306	-0.09146149	0.307	-0.08620939	0.307	-0.07438154	
0.308	-0.03998515	0.308	0.1333641	0.308	-0.1310229	0.308	-0.09183335	0.308	-0.0859189	0.308	-0.0749407	
0.309	-0.04031571	0.309	0.134156	0.309	-0.1306551	0.309	-0.09277318	0.309	-0.08530501	0.309	-0.07540295	
0.311	-0.04026081	0.31	0.1346933	0.31	-0.1306436	0.31	-0.09386107	0.311	-0.08467274	0.311	-0.07551878	
0.312	-0.03997494	0.312	0.1354079	0.312	-0.1308008	0.312	-0.09487613	0.312	-0.08492725	0.312	-0.07624292	
0.313	-0.03978397	0.313	0.1365985	0.313	-0.1317469	0.313	-0.09566664	0.313	-0.08490309	0.313	-0.07615881	
0.314	-0.03980987	0.314	0.1375833	0.314	-0.1323682	0.314	-0.09618273	0.314	-0.08499432	0.315	-0.07587606	
0.316	-0.04018881	0.316	0.1386898	0.316	-0.1331042	0.316	-0.09666175	0.316	-0.08563133	0.316	-0.07650802	
0.317	-0.03952542	0.317	0.1397172	0.317	-0.1332699	0.317	-0.09677658	0.317	-0.08666453	0.317	-0.07741902	
0.318	-0.038799	0.318	0.1398261	0.318	-0.1333592	0.318	-0.09646738	0.318	-0.08747396	0.318	-0.0778017	
0.32	-0.03834129	0.32	0.1403069	0.32	-0.1339919	0.32	-0.09654694	0.32	-0.08795121	0.32	-0.077751	
0.321	-0.03812656	0.321	0.1414056	0.321	-0.1346765	0.321	-0.09697486	0.321	-0.08849664	0.321	-0.07729974	
0.322	-0.03811726	0.322	0.1420874	0.322	-0.1349716	0.322	-0.09706152	0.322	-0.08949336	0.322	-0.07703938	
0.324	-0.03800327	0.324	0.1422118	0.324	-0.1355248	0.324	-0.0966553	0.324	-0.08977093	0.324	-0.0766843	
0.325	-0.03817775	0.325	0.1428136	0.325	-0.1359273	0.325	-0.09703339	0.325	-0.08980775	0.325	-0.07720899	
0.326	-0.03772685	0.326	0.1434727	0.326	-0.1361584	0.326	-0.09735528	0.326	-0.09026444	0.326	-0.07775158	
0.328	-0.0370361	0.328	0.1440754	0.328	-0.1364795	0.328	-0.09788153	0.328	-0.09075925	0.328	-0.07780786	
0.329	-0.03687733	0.329	0.1452699	0.329	-0.1367211	0.329	-0.09811901	0.329	-0.09087335	0.329	-0.07798991	
0.33	-0.03623307	0.33	0.1463543	0.33	-0.1362961	0.33	-0.09801423	0.33	-0.09104016	0.33	-0.07831892	
0.332	-0.03557831	0.332	0.1475933	0.332	-0.1356385	0.332	-0.09799887	0.332	-0.09116492	0.332	-0.07836986	
0.333	-0.03566189	0.333	0.148369	0.333	-0.1356216	0.333	-0.09820341	0.333	-0.09189304	0.333	-0.07825109	
0.334	-0.03492334	0.334	0.1486509	0.334	-0.1357585	0.334	-0.09851522	0.334	-0.09247975	0.334	-0.07858379	
0.336	-0.03396925	0.336	0.149557	0.336	-0.1352442	0.336	-0.09869331	0.336	-0.09260608	0.336	-0.07838731	
0.337	-0.03406068	0.337	0.1503243	0.337	-0.1346643	0.337	-0.09887947	0.337	-0.09284355	0.337	-0.07748125	
0.338	-0.03419327	0.338	0.1512151	0.338	-0.1350091	0.338	-0.09850688	0.338	-0.09201943	0.338	-0.0771146	
0.34	-0.03434683	0.34	0.1523048	0.34	-0.1348994	0.34	-0.09737062	0.34	-0.09098925	0.34	-0.07752731	
0.341	-0.0348193	0.341	0.1534107	0.341	-0.1350209	0.341	-0.09690338	0.341	-0.09098987	0.341	-0.07798707	
0.342	-0.03391268	0.342	0.1541994	0.342	-0.1353812	0.342	-0.0965842	0.342	-0.09084553	0.342	-0.07840927	
0.344	-0.03332456	0.344	0.1548813	0.344	-0.1350841	0.344	-0.09629854	0.344	-0.09081845	0.344	-0.07835884	
0.345	-0.0334144	0.345	0.156382	0.345	-0.1349897	0.345	-0.09641039	0.345	-0.0904624	0.345	-0.07856048	
0.346	-0.03303739	0.346	0.1574071	0.346	-0.1355398	0.346	-0.09640321	0.346	-0.09068148	0.346	-0.07803853	
0.348	-0.03212038	0.348	0.1578923	0.348	-0.1361195	0.348	-0.09603226	0.348	-0.09079611	0.348	-0.07789068	
0.349	-0.03187369	0.349	0.1583889	0.349	-0.1366328	0.349	-0.09535094	0.349	-0.09038044	0.349	-0.07797626	
0.35	-0.03217692	0.35	0.1587428	0.35	-0.1372355	0.35	-0.09460433	0.35	-0.09081102	0.35	-0.07752825	
0.352	-0.03208424	0.352	0.1590593	0.352	-0.1373044	0.352	-0.09464843	0.352	-0.09103452	0.352	-0.07731295	
0.353	-0.03201634	0.353	0.1596029	0.353	-0.1371679	0.353	-0.09469034	0.353	-0.09002486	0.353	-0.07707274	
0.354	-0.03203664	0.354	0.1605223	0.354	-0.1367977	0.354	-0.09487753	0.354	-0.08904334	0.354	-0.07741784	
0.356	-0.03193612	0.356	0.1616	0.356	-0.1357531	0.356	-0.09502091	0.356	-0.08994991	0.356	-0.07787081	
0.357	-0.03218523	0.357	0.1625078	0.357	-0.1351298	0.357	-0.09467562	0.357	-0.0907018	0.357	-0.07797498	
0.358	-0.0325943	0.358	0.1633779	0.358	-0.1350312	0.358	-0.09452117	0.358	-0.09065341	0.358	-0.07794717	
0.36	-0.03282782	0.36	0.1637633	0.36	-0.1351183	0.36	-0.09442816	0.36	-0.09027536	0.36	-0.07810153	
0.361	-0.03238738	0.361	0.1642675	0.361	-0.1352706	0.361	-0.09425785	0.361	-0.09017561	0.361	-0.07822137	
0.362	-0.03267282	0.362	0.1654393	0.362	-0.1354642	0.362	-0.09524795	0.362	-0.09017227	0.362	-0.07836416	
0.364	-0.03350255	0.364	0.1659633	0.364	-0.1350252	0.364	-0.09610431	0.364	-0.09049172	0.364	-0.07921163	
0.365	-0.03376972	0.365	0.1662186	0.365	-0.1353451	0.365	-0.09633031	0.365	-0.08946228	0.365	-0.07967747	
0.366	-0.03303917	0.366	0.1667151	0.366	-0.1349065	0.366	-0.09700365	0.366	-0.08911125	0.366	-0.0801772	
0.368	-0.03197071	0.368	0.1670423	0.368	-0.1343716	0.368	-0.09769286	0.368	-0.08960786	0.368	-0.08022767	
0.369	-0.0311454	0.369	0.1675196	0.369	-0.1340194	0.369	-0.0975237	0.369	-0.09026004	0.369	-0.07941612	
0.37	-0.03140955	0.37	0.1685484	0.37	-0.1343233	0.37	-0.09706181	0.37	-0.08991546	0.37	-0.07906097	
0.372	-0.03175686	0.372	0.1690529	0.372	-0.1342331	0.372	-0.09681179	0.372	-0.08989379	0.372	-0.07869384	
0.373	-0.03185685	0.373	0.1684335	0.373	-0.1338453	0.373	-0.09655528	0.373	-0.09048126	0.373	-0.07814866	
0.374	-0.03149962	0.374	0.1680963	0.374	-0.1331772	0.374	-0.0965947	0.374	-0.091294	0.374	-0.07786347	
0.376	-0.03146938	0.376	0.1686596	0.376	-0.1337165	0.376	-0.09548844	0.376	-0.09179639	0.376	-0.0780851	
0.377	-0.03111027	0.377	0.1692614	0.377	-0.1336797	0.377	-0.09513593	0.377	-0.09186004	0.377	-0.07828244	
0.378	-0.03050585	0.378	0.1699656	0.378	-0.1333691	0.378	-0.09516665	0.378	-0.09189922	0.378	-0.07773054	
0.38	-0.03048377	0.38	0.1707392	0.38	-0.1324867	0.38	-0.0958386	0.38	-0.09246822	0.38	-0.07742827	
0.381	-0.03071624	0.381	0.1716826	0.381	-0.1320086	0.381	-0.09511162	0.381	-0.09329236	0.381	-0.07714513	
0.382	-0.03108576	0.382	0.1721638	0.382	-0.1318358	0.382	-0.09460536	0.382	-0.09398535	0.382	-0.07677694	
0.384	-0.03233297	0.384	0.1725325	0.384	-0.1317071	0.384	-0.09418193	0.384	-0.0939523	0.384	-0.07642954	
0.385	-0.03314694	0.385	0.1733751	0.385	-0.1320268	0.385	-0.09502207	0.385	-0.09376059	0.385	-0.07642889	
0.386	-0.03402691	0.386	0.173785	0.386	-0.1320281	0.386	-0.09477708	0.386	-0.09348735	0.386	-0.07711212	
0.388	-0.03486872	0.388	0.1734845	0.388	-0.1314971	0.388	-0.09434378	0.388	-0.09351967	0.388	-0.07785761	
0.389	-0.03454548	0.389	0.1732834	0.389	-0.1311717	0.389	-0.09442659	0.389	-0.0936402	0.389	-0.07868131	
0.39	-0.03384702	0.39	0.1737126	0.39	-0.1305327	0.39	-0.09460612	0.39	-0.09440655	0.39	-0.07959904	
0.392	-0.03344499	0.392	0.1742474	0.392	-0.1295632	0.392	-0.09475435	0.392	-0.09489033	0.392	-0.07947583	
0.393	-0.03421064	0.393	0.1747642	0.393	-0.1285876	0.393	-0.0948491	0.393	-0.09531703	0.393	-0.07940839	
0.394	-0.03437264	0.394	0.1755506	0.394	-0.1278613	0.394	-0.09427205	0.394	-0.09558687	0.394	-0.07854323	
0.396	-0.03390748	0.396	0.1758708	0.396	-0.127453	0.396	-0.09353875	0.396	-0.09665113	0.396	-0.07767139	
0.397	-0.03462154	0.397	0.1759342	0.397	-0.1276168	0.397	-0.09284459	0.397	-0.09765096	0.397	-0.07723649	
0.398	-0.03535024	0.398	0.1760863	0.398	-0.1279027	0.398	-0.09258719	0.398	-0.09767098	0.398	-0.07743867	
0.4	-0.03513682	0.4	0.1759901	0.4	-0.128013	0.4	-0.09275039	0.4	-0.09762049	0.4	-0.07767671	
0.401	-0.03489875	0.401	0.1757531	0.401	-0.1280238	0.401	-0.09194096	0.401	-0.09794062	0.401	-0.07773892	
0.402	-0.03573612	0.402	0.1755554	0.402	-0.1287622	0.402	-0.09143261	0.402	-0.09754783	0.402	-0.07782854	
0.404	-0.03576421	0.404	0.1759331	0.404	-0.1290489	0.403	-0.09173648	0.404	-0.09762626	0.404	-0.0785687	
0.405	-0.0356697	0.405	0.17619	0.405	-0.1288529	0.405	-0.09182816	0.405	-0.09826659	0.405	-0.07942791	
0.406	-0.03584982	0.406	0.1755674	0.406	-0.1287792	0.406	-0.09171017	0.406	-0.09871789	0.406	-0.07934656	
0.408	-0.03537839	0.408	0.1758289	0.408	-0.1281692	0.407	-0.09192625	0.408	-0.09866501	0.408	-0.07917576	
0.409	-0.03582974	0.409	0.1763852	0.409	-0.1273511	0.409	-0.09238855	0.409	-0.09950918	0.409	-0.07820804	
0.41	-0.0361972	0.41	0.17641	0.41	-0.1271545	0.41	-0.09306911	0.41	-0.09936318	0.41	-0.07866895	
0.412	-0.03666106	0.412	0.1758588	0.412	-0.1275057	0.411	-0.09314694	0.412	-0.09973039	0.412	-0.07874488	
0.413	-0.03672189	0.413	0.1752746	0.413	-0.1271276	0.413	-0.09268371	0.413	-0.0999243	0.413	-0.07923616	
0.414	-0.03683909	0.414	0.1752418	0.414	-0.1267424	0.414	-0.09291045	0.414	-0.1000477	0.414	-0.07955882	
0.416	-0.03735106	0.416	0.1763311	0.416	-0.1264593	0.415	-0.0935052	0.416	-0.1001206	0.416	-0.07947609	
0.417	-0.03680894	0.417	0.1774948	0.417	-0.1262895	0.417	-0.0939049	0.417	-0.09931771	0.417	-0.08034675	
0.418	-0.0368299	0.418	0.178466	0.418	-0.1258781	0.418	-0.09393091	0.418	-0.0995517	0.418	-0.08083701	
0.42	-0.03735474	0.42	0.1787282	0.42	-0.1259255	0.419	-0.09361925	0.42	-0.0999867	0.42	-0.08115168	
0.421	-0.03716099	0.421	0.1785083	0.421	-0.1261245	0.421	-0.09386146	0.421	-0.1008411	0.421	-0.08042823	
0.422	-0.03666179	0.422	0.1786263	0.422	-0.1265858	0.422	-0.09453872	0.422	-0.09983403	0.422	-0.07966435	
0.424	-0.03631855	0.424	0.1792905	0.424	-0.1269658	0.423	-0.09590987	0.424	-0.09981653	0.424	-0.0797321	
0.425	-0.03567226	0.425	0.1792152	0.425	-0.1262963	0.425	-0.09692811	0.425	-0.1002899	0.425	-0.08048142	
0.426	-0.03510063	0.426	0.1788401	0.426	-0.1258969	0.426	-0.09714345	0.426	-0.101252	0.426	-0.08062626	
0.428	-0.0344898	0.428	0.1789358	0.428	-0.125244	0.427	-0.09739931	0.428	-0.10254	0.428	-0.08090413	
0.429	-0.03433231	0.429	0.178801	0.429	-0.1252834	0.429	-0.09762996	0.429	-0.1028914	0.429	-0.08111037	
0.43	-0.03350264	0.43	0.1795792	0.43	-0.125542	0.43	-0.09708987	0.43	-0.1031799	0.43	-0.08066804	
0.432	-0.03350346	0.432	0.1804896	0.432	-0.1239004	0.431	-0.09679417	0.432	-0.1039278	0.432	-0.08065671	
0.433	-0.03368484	0.433	0.1807632	0.433	-0.1234657	0.433	-0.09630527	0.433	-0.1046612	0.433	-0.08053041	
0.434	-0.033812	0.434	0.1805989	0.434	-0.1238178	0.434	-0.09531981	0.434	-0.1054842	0.434	-0.08134717	
0.436	-0.03375558	0.436	0.1807116	0.436	-0.123938	0.435	-0.09545629	0.436	-0.1055066	0.436	-0.0827257	
0.437	-0.03468597	0.437	0.1808012	0.437	-0.1237208	0.437	-0.09620442	0.437	-0.1059739	0.437	-0.0833952	
0.438	-0.03465708	0.438	0.1805465	0.438	-0.1239766	0.438	-0.09544079	0.438	-0.1057419	0.438	-0.08428848	
0.44	-0.03479857	0.44	0.1802918	0.44	-0.1243372	0.439	-0.09540065	0.44	-0.1053723	0.44	-0.08495395	
0.441	-0.03461264	0.441	0.1805412	0.441	-0.124641	0.441	-0.09504522	0.441	-0.1057488	0.441	-0.08489329	
0.442	-0.0346751	0.442	0.1805183	0.442	-0.1239415	0.442	-0.09607886	0.442	-0.1063095	0.442	-0.08479373	
0.444	-0.03456126	0.444	0.1805962	0.444	-0.1238366	0.443	-0.09578645	0.444	-0.1075636	0.444	-0.08410722	
0.445	-0.03517414	0.445	0.1807362	0.445	-0.123743	0.445	-0.09542243	0.445	-0.1083039	0.445	-0.08427276	
0.446	-0.03602352	0.446	0.1803683	0.446	-0.1241403	0.446	-0.09524805	0.446	-0.1076968	0.446	-0.0847325	
0.448	-0.0364432	0.448	0.1794223	0.448	-0.1244811	0.447	-0.09555031	0.448	-0.1073629	0.448	-0.08542805	
0.449	-0.03656824	0.449	0.1790168	0.449	-0.1237814	0.449	-0.09606444	0.449	-0.1059453	0.449	-0.08547559	
0.45	-0.03620982	0.45	0.1791739	0.45	-0.1236767	0.45	-0.09640575	0.45	-0.1056499	0.45	-0.08531226	
0.452	-0.0362796	0.452	0.1794804	0.451	-0.123182	0.451	-0.09570834	0.452	-0.1066365	0.452	-0.08578061	
0.453	-0.03612888	0.453	0.1802216	0.453	-0.1231408	0.453	-0.09565	0.453	-0.1070649	0.453	-0.08514306	
0.454	-0.0355027	0.454	0.1811062	0.454	-0.1234336	0.454	-0.09570258	0.454	-0.1067149	0.454	-0.08512745	
0.455	-0.03592691	0.455	0.1817053	0.455	-0.1239466	0.455	-0.09638347	0.456	-0.1066476	0.456	-0.08454773	
0.457	-0.03576562	0.457	0.1823356	0.457	-0.12505	0.457	-0.09728447	0.457	-0.106771	0.457	-0.08469276	
0.458	-0.03615071	0.458	0.1822714	0.458	-0.1258111	0.458	-0.09818499	0.458	-0.1065387	0.458	-0.08597697	
0.459	-0.03670045	0.459	0.1821277	0.459	-0.126995	0.459	-0.09771386	0.459	-0.1061298	0.459	-0.08664639	
0.461	-0.03706713	0.461	0.1820403	0.461	-0.1279634	0.461	-0.09845445	0.461	-0.106469	0.461	-0.08778337	
0.462	-0.03786077	0.462	0.1820446	0.462	-0.1277682	0.462	-0.0996886	0.462	-0.1059935	0.462	-0.08896384	
0.463	-0.03807251	0.463	0.1827078	0.463	-0.1281095	0.463	-0.1005303	0.463	-0.1056645	0.463	-0.08992426	
0.465	-0.03843578	0.465	0.1824388	0.465	-0.127961	0.465	-0.1009279	0.465	-0.1066507	0.465	-0.08939176	
0.466	-0.0376537	0.466	0.1822641	0.466	-0.1282805	0.466	-0.1014844	0.466	-0.1073447	0.466	-0.08928894	
0.467	-0.03882271	0.467	0.1824984	0.467	-0.1285768	0.467	-0.1023902	0.467	-0.1069816	0.467	-0.08952504	
0.469	-0.03869114	0.469	0.1833129	0.469	-0.1277011	0.469	-0.1028885	0.469	-0.1073284	0.469	-0.08957788	
0.47	-0.03961149	0.47	0.1837463	0.47	-0.1277415	0.47	-0.1029026	0.47	-0.1069792	0.47	-0.08903715	
0.471	-0.03990101	0.471	0.1834229	0.471	-0.1280915	0.471	-0.1022596	0.471	-0.1067661	0.471	-0.08905029	
0.473	-0.04071787	0.473	0.1839921	0.473	-0.127408	0.473	-0.1027755	0.473	-0.1075307	0.473	-0.08912544	
0.474	-0.04121645	0.474	0.1838444	0.474	-0.128541	0.474	-0.1032172	0.474	-0.1074413	0.474	-0.08978506	
0.475	-0.04138517	0.475	0.1837642	0.475	-0.1291433	0.475	-0.103601	0.475	-0.107054	0.475	-0.09060687	
0.477	-0.04165766	0.477	0.1849189	0.477	-0.1295167	0.477	-0.1023939	0.477	-0.1073371	0.477	-0.09047411	
0.478	-0.04137505	0.478	0.1860707	0.478	-0.1301349	0.478	-0.1021367	0.478	-0.1084538	0.478	-0.0908497	
0.479	-0.04169262	0.479	0.1865009	0.479	-0.1304917	0.479	-0.1028422	0.479	-0.1084556	0.479	-0.09037261	
0.481	-0.04207958	0.481	0.1869763	0.481	-0.1302448	0.481	-0.1023326	0.481	-0.1090992	0.481	-0.09065917	
0.482	-0.04218114	0.482	0.1865593	0.482	-0.1305979	0.482	-0.1012412	0.482	-0.109948	0.482	-0.09170114	
0.483	-0.04276021	0.483	0.1854373	0.483	-0.1305389	0.483	-0.10186	0.483	-0.1105424	0.483	-0.09108443	
0.485	-0.04392901	0.485	0.1851249	0.485	-0.13049	0.485	-0.1013101	0.485	-0.1107893	0.485	-0.09102364	
0.486	-0.04383802	0.486	0.1854852	0.486	-0.1296608	0.486	-0.1022006	0.486	-0.1115695	0.486	-0.09142505	
0.487	-0.04387086	0.487	0.1854949	0.487	-0.1296647	0.487	-0.102188	0.487	-0.1119126	0.487	-0.09131183	
0.489	-0.04446376	0.489	0.1852198	0.489	-0.1307585	0.489	-0.1013877	0.489	-0.1121315	0.489	-0.09088941	
0.49	-0.04477582	0.49	0.1849849	0.49	-0.1311388	0.49	-0.09995826	0.49	-0.112017	0.49	-0.09192485	
0.491	-0.04469471	0.491	0.1847556	0.491	-0.1313119	0.491	-0.1000288	0.491	-0.1120567	0.491	-0.09115514	
0.493	-0.0448096	0.493	0.1852173	0.493	-0.1312358	0.493	-0.1002798	0.493	-0.1113593	0.493	-0.09161138	
0.494	-0.04528807	0.494	0.1853691	0.494	-0.1312272	0.494	-0.1007727	0.494	-0.1097822	0.494	-0.09146646	
0.495	-0.04561543	0.495	0.1851775	0.495	-0.1311297	0.495	-0.1001408	0.495	-0.1090444	0.495	-0.09084946	
0.497	-0.04539359	0.497	0.1844268	0.497	-0.1313187	0.497	-0.1000835	0.497	-0.1080017	0.497	-0.09160642	
0.498	-0.04507062	0.498	0.183914	0.498	-0.1329355	0.498	-0.1014075	0.498	-0.1077469	0.498	-0.09081084	
0.499	-0.04496023	0.499	0.1840321	0.499	-0.133691	0.499	-0.1020846	0.499	-0.1070009	0.499	-0.09038928	
0.501	-0.04560813	0.501	0.1847593	0.501	-0.1342028	0.501	-0.1025165	0.501	-0.1064746	0.501	-0.08946861	
0.502	-0.04610438	0.502	0.1859851	0.502	-0.1348205	0.502	-0.1018724	0.502	-0.1068217	0.502	-0.08935814	
0.503	-0.04555246	0.503	0.1863263	0.503	-0.1355579	0.503	-0.1014038	0.503	-0.1079193	0.503	-0.08902005	
0.505	-0.04532631	0.505	0.1859514	0.505	-0.1359617	0.505	-0.1020724	0.505	-0.1088073	0.505	-0.08843724	
0.506	-0.04504893	0.506	0.1858945	0.506	-0.1356488	0.506	-0.1031841	0.506	-0.1085626	0.506	-0.08900512	
0.507	-0.04627164	0.507	0.1858064	0.507	-0.1358131	0.507	-0.1038623	0.507	-0.1072946	0.507	-0.08997098	
0.509	-0.04654216	0.509	0.1863893	0.509	-0.1366747	0.509	-0.1034039	0.509	-0.1072632	0.509	-0.08943116	
0.51	-0.04661718	0.51	0.1866961	0.51	-0.1366302	0.51	-0.1041675	0.51	-0.1078275	0.51	-0.08995406	
0.511	-0.04722524	0.511	0.1863216	0.511	-0.1369061	0.511	-0.1043383	0.511	-0.1074803	0.511	-0.09037454	
0.513	-0.04729087	0.513	0.1866044	0.513	-0.1370537	0.513	-0.1040436	0.513	-0.1085152	0.513	-0.09104619	
0.514	-0.04744574	0.514	0.1874346	0.514	-0.1370466	0.514	-0.1035103	0.514	-0.1088021	0.514	-0.09080715	
0.515	-0.04721505	0.515	0.1871193	0.515	-0.1376194	0.515	-0.104053	0.515	-0.1092839	0.515	-0.09146947	
0.517	-0.04667811	0.517	0.1868928	0.517	-0.1380686	0.517	-0.1046086	0.517	-0.1096218	0.517	-0.0913415	
0.518	-0.04657119	0.518	0.1857689	0.518	-0.1392625	0.518	-0.1041579	0.518	-0.1086507	0.518	-0.09117026	
0.519	-0.04625532	0.519	0.1851874	0.519	-0.1391679	0.519	-0.1046198	0.519	-0.1089183	0.519	-0.09196071	
0.521	-0.04669758	0.521	0.1853244	0.521	-0.1392556	0.521	-0.1054259	0.521	-0.1098243	0.521	-0.09139195	
0.522	-0.04602571	0.522	0.1850325	0.522	-0.1393844	0.522	-0.1043276	0.522	-0.110655	0.522	-0.09195927	
0.523	-0.04724172	0.523	0.1850773	0.523	-0.1396656	0.523	-0.1034556	0.523	-0.1101623	0.523	-0.09204046	
0.525	-0.04710909	0.525	0.1848438	0.525	-0.1395385	0.525	-0.1033509	0.525	-0.1109943	0.525	-0.09094278	
0.526	-0.04544391	0.526	0.1844596	0.526	-0.1398318	0.526	-0.1039748	0.526	-0.1118498	0.526	-0.09082572	
0.527	-0.04484974	0.527	0.1838836	0.527	-0.1394067	0.527	-0.1036683	0.527	-0.1117694	0.527	-0.09061446	
0.529	-0.04527878	0.529	0.1833469	0.529	-0.1403809	0.529	-0.1032617	0.529	-0.1120528	0.529	-0.09024698	
0.53	-0.04426677	0.53	0.1826274	0.53	-0.1410065	0.53	-0.1029554	0.53	-0.1115937	0.53	-0.09031879	
0.531	-0.0439473	0.531	0.1824523	0.531	-0.1419862	0.531	-0.1030792	0.531	-0.1104416	0.531	-0.09099393	
0.533	-0.04413137	0.533	0.1823974	0.533	-0.1415094	0.533	-0.1028928	0.533	-0.1102638	0.533	-0.09140713	
0.534	-0.04421365	0.534	0.1816718	0.534	-0.1410071	0.534	-0.102446	0.534	-0.1106621	0.534	-0.09261421	
0.535	-0.04416512	0.535	0.180813	0.535	-0.1421024	0.535	-0.1023013	0.535	-0.1101746	0.535	-0.09271819	
0.537	-0.0431239	0.537	0.1802788	0.537	-0.1431431	0.537	-0.1018814	0.537	-0.1098057	0.537	-0.09344234	
0.538	-0.04406308	0.538	0.1800659	0.538	-0.1431882	0.538	-0.1028424	0.538	-0.1106068	0.538	-0.09337632	
0.539	-0.04338049	0.539	0.1801672	0.539	-0.1441336	0.539	-0.1030339	0.539	-0.1107961	0.539	-0.0934757	
0.541	-0.04341347	0.541	0.1808656	0.541	-0.1439899	0.541	-0.102698	0.541	-0.1115414	0.541	-0.09273197	
0.542	-0.04390319	0.542	0.1809572	0.542	-0.1445152	0.542	-0.1022659	0.542	-0.1118728	0.542	-0.09222235	
